county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Princeton 28,State Senate,5,REP,Dan Foreman,222,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy North 29,State Senate,5,REP,Dan Foreman,241,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Viola 30,State Senate,5,REP,Dan Foreman,128,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Cora 31,State Senate,5,REP,Dan Foreman,94,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Bovill 32,State Senate,5,REP,Dan Foreman,49,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Onaway 37,State Senate,5,REP,Dan Foreman,54,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy South 39,State Senate,5,REP,Dan Foreman,148,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Absentee 36,State Senate,5,REP,Dan Foreman,3896,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,1 Benewah,State Senate,5,DEM,David Nelson,36,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,2 Center,State Senate,5,DEM,David Nelson,109,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,3 College,State Senate,5,DEM,David Nelson,114,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,4 Emida,State Senate,5,DEM,David Nelson,27,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,5 Fernwood,State Senate,5,DEM,David Nelson,64,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,6 Plummer,State Senate,5,DEM,David Nelson,267,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,7 Santa,State Senate,5,DEM,David Nelson,47,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,8 St. Joe,State Senate,5,DEM,David Nelson,7,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,9 St. Maries,State Senate,5,DEM,David Nelson,183,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,10 Tensed,State Senate,5,DEM,David Nelson,103,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,11 Townsite,State Senate,5,DEM,David Nelson,152,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 1,State Senate,5,DEM,David Nelson,40,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 2,State Senate,5,DEM,David Nelson,120,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 3,State Senate,5,DEM,David Nelson,61,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 4,State Senate,5,DEM,David Nelson,53,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 5,State Senate,5,DEM,David Nelson,87,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 6,State Senate,5,DEM,David Nelson,130,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 7,State Senate,5,DEM,David Nelson,110,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 8,State Senate,5,DEM,David Nelson,224,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 9,State Senate,5,DEM,David Nelson,63,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 10,State Senate,5,DEM,David Nelson,83,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 11,State Senate,5,DEM,David Nelson,50,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 12,State Senate,5,DEM,David Nelson,66,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 13,State Senate,5,DEM,David Nelson,49,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 14,State Senate,5,DEM,David Nelson,72,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 15,State Senate,5,DEM,David Nelson,68,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 16,State Senate,5,DEM,David Nelson,171,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 17,State Senate,5,DEM,David Nelson,67,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 18,State Senate,5,DEM,David Nelson,147,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Deary 19,State Senate,5,DEM,David Nelson,63,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Farmington 20,State Senate,5,DEM,David Nelson,6,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Genesee 21,State Senate,5,DEM,David Nelson,126,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Harvard 22,State Senate,5,DEM,David Nelson,18,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Juliaetta 23,State Senate,5,DEM,David Nelson,48,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Kendrick 24,State Senate,5,DEM,David Nelson,33,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Linden 25,State Senate,5,DEM,David Nelson,11,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Palouse 26,State Senate,5,DEM,David Nelson,28,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Potlatch 27,State Senate,5,DEM,David Nelson,57,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Princeton 28,State Senate,5,DEM,David Nelson,27,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy North 29,State Senate,5,DEM,David Nelson,85,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Viola 30,State Senate,5,DEM,David Nelson,49,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Cora 31,State Senate,5,DEM,David Nelson,20,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Bovill 32,State Senate,5,DEM,David Nelson,5,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Onaway 37,State Senate,5,DEM,David Nelson,13,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy South 39,State Senate,5,DEM,David Nelson,51,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Absentee 36,State Senate,5,DEM,David Nelson,9281,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,1 Benewah,State House,5A,DEM,Dulce Kersting-Lark,34,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,2 Center,State House,5A,DEM,Dulce Kersting-Lark,78,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,3 College,State House,5A,DEM,Dulce Kersting-Lark,82,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,4 Emida,State House,5A,DEM,Dulce Kersting-Lark,24,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,5 Fernwood,State House,5A,DEM,Dulce Kersting-Lark,55,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,6 Plummer,State House,5A,DEM,Dulce Kersting-Lark,252,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,7 Santa,State House,5A,DEM,Dulce Kersting-Lark,38,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,8 St. Joe,State House,5A,DEM,Dulce Kersting-Lark,6,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,9 St. Maries,State House,5A,DEM,Dulce Kersting-Lark,139,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,10 Tensed,State House,5A,DEM,Dulce Kersting-Lark,85,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,11 Townsite,State House,5A,DEM,Dulce Kersting-Lark,121,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 1,State House,5A,DEM,Dulce Kersting-Lark,32,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 2,State House,5A,DEM,Dulce Kersting-Lark,109,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 3,State House,5A,DEM,Dulce Kersting-Lark,49,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 4,State House,5A,DEM,Dulce Kersting-Lark,40,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 5,State House,5A,DEM,Dulce Kersting-Lark,63,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 6,State House,5A,DEM,Dulce Kersting-Lark,117,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 7,State House,5A,DEM,Dulce Kersting-Lark,91,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 8,State House,5A,DEM,Dulce Kersting-Lark,208,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 9,State House,5A,DEM,Dulce Kersting-Lark,43,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 10,State House,5A,DEM,Dulce Kersting-Lark,76,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 11,State House,5A,DEM,Dulce Kersting-Lark,50,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 12,State House,5A,DEM,Dulce Kersting-Lark,56,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 13,State House,5A,DEM,Dulce Kersting-Lark,44,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 14,State House,5A,DEM,Dulce Kersting-Lark,66,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 15,State House,5A,DEM,Dulce Kersting-Lark,53,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 16,State House,5A,DEM,Dulce Kersting-Lark,160,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 17,State House,5A,DEM,Dulce Kersting-Lark,54,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 18,State House,5A,DEM,Dulce Kersting-Lark,140,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Deary 19,State House,5A,DEM,Dulce Kersting-Lark,48,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Farmington 20,State House,5A,DEM,Dulce Kersting-Lark,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Genesee 21,State House,5A,DEM,Dulce Kersting-Lark,70,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Harvard 22,State House,5A,DEM,Dulce Kersting-Lark,9,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Juliaetta 23,State House,5A,DEM,Dulce Kersting-Lark,33,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Kendrick 24,State House,5A,DEM,Dulce Kersting-Lark,28,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Linden 25,State House,5A,DEM,Dulce Kersting-Lark,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Palouse 26,State House,5A,DEM,Dulce Kersting-Lark,17,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Potlatch 27,State House,5A,DEM,Dulce Kersting-Lark,39,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Princeton 28,State House,5A,DEM,Dulce Kersting-Lark,17,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy North 29,State House,5A,DEM,Dulce Kersting-Lark,60,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Viola 30,State House,5A,DEM,Dulce Kersting-Lark,31,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Cora 31,State House,5A,DEM,Dulce Kersting-Lark,16,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Bovill 32,State House,5A,DEM,Dulce Kersting-Lark,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Onaway 37,State House,5A,DEM,Dulce Kersting-Lark,15,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy South 39,State House,5A,DEM,Dulce Kersting-Lark,36,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Absentee 36,State House,5A,DEM,Dulce Kersting-Lark,8384,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,1 Benewah,State House,5A,REP,Brandon Mitchell,152,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,2 Center,State House,5A,REP,Brandon Mitchell,432,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,3 College,State House,5A,REP,Brandon Mitchell,401,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,4 Emida,State House,5A,REP,Brandon Mitchell,194,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,5 Fernwood,State House,5A,REP,Brandon Mitchell,236,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,6 Plummer,State House,5A,REP,Brandon Mitchell,477,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,7 Santa,State House,5A,REP,Brandon Mitchell,277,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,8 St. Joe,State House,5A,REP,Brandon Mitchell,54,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,9 St. Maries,State House,5A,REP,Brandon Mitchell,774,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,10 Tensed,State House,5A,REP,Brandon Mitchell,284,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,11 Townsite,State House,5A,REP,Brandon Mitchell,560,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 1,State House,5A,REP,Brandon Mitchell,42,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 2,State House,5A,REP,Brandon Mitchell,175,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 3,State House,5A,REP,Brandon Mitchell,188,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 4,State House,5A,REP,Brandon Mitchell,129,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 5,State House,5A,REP,Brandon Mitchell,149,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 6,State House,5A,REP,Brandon Mitchell,144,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 7,State House,5A,REP,Brandon Mitchell,202,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 8,State House,5A,REP,Brandon Mitchell,212,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 9,State House,5A,REP,Brandon Mitchell,119,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 10,State House,5A,REP,Brandon Mitchell,140,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 11,State House,5A,REP,Brandon Mitchell,94,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 12,State House,5A,REP,Brandon Mitchell,180,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 13,State House,5A,REP,Brandon Mitchell,85,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 14,State House,5A,REP,Brandon Mitchell,95,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 15,State House,5A,REP,Brandon Mitchell,121,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 16,State House,5A,REP,Brandon Mitchell,161,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 17,State House,5A,REP,Brandon Mitchell,137,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 18,State House,5A,REP,Brandon Mitchell,120,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Deary 19,State House,5A,REP,Brandon Mitchell,421,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Farmington 20,State House,5A,REP,Brandon Mitchell,24,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Genesee 21,State House,5A,REP,Brandon Mitchell,338,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Harvard 22,State House,5A,REP,Brandon Mitchell,122,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Juliaetta 23,State House,5A,REP,Brandon Mitchell,194,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Kendrick 24,State House,5A,REP,Brandon Mitchell,149,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Linden 25,State House,5A,REP,Brandon Mitchell,56,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Palouse 26,State House,5A,REP,Brandon Mitchell,119,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Potlatch 27,State House,5A,REP,Brandon Mitchell,360,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Princeton 28,State House,5A,REP,Brandon Mitchell,237,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy North 29,State House,5A,REP,Brandon Mitchell,262,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Viola 30,State House,5A,REP,Brandon Mitchell,145,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Cora 31,State House,5A,REP,Brandon Mitchell,97,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Bovill 32,State House,5A,REP,Brandon Mitchell,48,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Onaway 37,State House,5A,REP,Brandon Mitchell,53,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy South 39,State House,5A,REP,Brandon Mitchell,165,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Absentee 36,State House,5A,REP,Brandon Mitchell,4764,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,1 Benewah,State House,5B,CON,James Hartley,27,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,2 Center,State House,5B,CON,James Hartley,47,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,3 College,State House,5B,CON,James Hartley,24,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,4 Emida,State House,5B,CON,James Hartley,27,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,5 Fernwood,State House,5B,CON,James Hartley,26,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,6 Plummer,State House,5B,CON,James Hartley,64,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,7 Santa,State House,5B,CON,James Hartley,42,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,8 St. Joe,State House,5B,CON,James Hartley,1,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,9 St. Maries,State House,5B,CON,James Hartley,50,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,10 Tensed,State House,5B,CON,James Hartley,54,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,11 Townsite,State House,5B,CON,James Hartley,55,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 1,State House,5B,CON,James Hartley,3,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 2,State House,5B,CON,James Hartley,15,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 3,State House,5B,CON,James Hartley,19,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 4,State House,5B,CON,James Hartley,5,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 5,State House,5B,CON,James Hartley,5,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 6,State House,5B,CON,James Hartley,10,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 7,State House,5B,CON,James Hartley,14,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 8,State House,5B,CON,James Hartley,21,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 9,State House,5B,CON,James Hartley,2,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 10,State House,5B,CON,James Hartley,12,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 11,State House,5B,CON,James Hartley,9,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 12,State House,5B,CON,James Hartley,9,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 13,State House,5B,CON,James Hartley,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 14,State House,5B,CON,James Hartley,6,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 15,State House,5B,CON,James Hartley,3,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 16,State House,5B,CON,James Hartley,22,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 17,State House,5B,CON,James Hartley,9,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 18,State House,5B,CON,James Hartley,15,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Deary 19,State House,5B,CON,James Hartley,9,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Farmington 20,State House,5B,CON,James Hartley,0,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Genesee 21,State House,5B,CON,James Hartley,16,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Harvard 22,State House,5B,CON,James Hartley,6,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Juliaetta 23,State House,5B,CON,James Hartley,7,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Kendrick 24,State House,5B,CON,James Hartley,6,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Linden 25,State House,5B,CON,James Hartley,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Palouse 26,State House,5B,CON,James Hartley,7,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Potlatch 27,State House,5B,CON,James Hartley,16,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Princeton 28,State House,5B,CON,James Hartley,13,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy North 29,State House,5B,CON,James Hartley,18,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Viola 30,State House,5B,CON,James Hartley,12,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Cora 31,State House,5B,CON,James Hartley,6,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Bovill 32,State House,5B,CON,James Hartley,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Onaway 37,State House,5B,CON,James Hartley,3,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy South 39,State House,5B,CON,James Hartley,3,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Absentee 36,State House,5B,CON,James Hartley,213,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,1 Benewah,State House,5B,,Renee Love,30,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,2 Center,State House,5B,,Renee Love,69,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,3 College,State House,5B,,Renee Love,74,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,4 Emida,State House,5B,,Renee Love,23,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,5 Fernwood,State House,5B,,Renee Love,56,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,6 Plummer,State House,5B,,Renee Love,237,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,7 Santa,State House,5B,,Renee Love,42,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,8 St. Joe,State House,5B,,Renee Love,5,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,9 St. Maries,State House,5B,,Renee Love,130,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,10 Tensed,State House,5B,,Renee Love,82,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,11 Townsite,State House,5B,,Renee Love,113,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 1,State House,5B,,Renee Love,28,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 2,State House,5B,,Renee Love,109,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 3,State House,5B,,Renee Love,44,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 4,State House,5B,,Renee Love,39,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 5,State House,5B,,Renee Love,57,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 6,State House,5B,,Renee Love,123,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 7,State House,5B,,Renee Love,100,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 8,State House,5B,,Renee Love,215,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 9,State House,5B,,Renee Love,33,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 10,State House,5B,,Renee Love,76,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 11,State House,5B,,Renee Love,45,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 12,State House,5B,,Renee Love,65,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 13,State House,5B,,Renee Love,42,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 14,State House,5B,,Renee Love,65,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 15,State House,5B,,Renee Love,58,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 16,State House,5B,,Renee Love,164,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 17,State House,5B,,Renee Love,49,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 18,State House,5B,,Renee Love,139,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Deary 19,State House,5B,,Renee Love,31,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Farmington 20,State House,5B,,Renee Love,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Genesee 21,State House,5B,,Renee Love,60,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Harvard 22,State House,5B,,Renee Love,8,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Juliaetta 23,State House,5B,,Renee Love,28,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Kendrick 24,State House,5B,,Renee Love,20,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Linden 25,State House,5B,,Renee Love,0,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Palouse 26,State House,5B,,Renee Love,14,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Potlatch 27,State House,5B,,Renee Love,38,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Princeton 28,State House,5B,,Renee Love,13,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy North 29,State House,5B,,Renee Love,38,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Viola 30,State House,5B,,Renee Love,30,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Cora 31,State House,5B,,Renee Love,12,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Bovill 32,State House,5B,,Renee Love,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Onaway 37,State House,5B,,Renee Love,13,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy South 39,State House,5B,,Renee Love,29,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Absentee 36,State House,5B,,Renee Love,7661,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,1 Benewah,State House,5B,REP,Caroline Nilsson Troy,132,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,2 Center,State House,5B,REP,Caroline Nilsson Troy,399,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,3 College,State House,5B,REP,Caroline Nilsson Troy,390,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,4 Emida,State House,5B,REP,Caroline Nilsson Troy,164,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,5 Fernwood,State House,5B,REP,Caroline Nilsson Troy,213,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,6 Plummer,State House,5B,REP,Caroline Nilsson Troy,432,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,7 Santa,State House,5B,REP,Caroline Nilsson Troy,236,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,8 St. Joe,State House,5B,REP,Caroline Nilsson Troy,55,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,9 St. Maries,State House,5B,REP,Caroline Nilsson Troy,742,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,10 Tensed,State House,5B,REP,Caroline Nilsson Troy,233,,,,,,,,,,,,,,,,,,,,,,,,
Benewah,11 Townsite,State House,5B,REP,Caroline Nilsson Troy,523,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 1,State House,5B,REP,Caroline Nilsson Troy,44,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 2,State House,5B,REP,Caroline Nilsson Troy,159,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 3,State House,5B,REP,Caroline Nilsson Troy,176,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 4,State House,5B,REP,Caroline Nilsson Troy,127,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 5,State House,5B,REP,Caroline Nilsson Troy,152,,,,,,,,,,,,,,,,,,,,,,,,
